"","year","state","party_simplified","candidatevotes","totalvotes"
"1",1976,"ARIZONA","REPUBLICAN",321236,741210
"2",1976,"ARIZONA","DEMOCRAT",400334,741210
"3",1976,"CALIFORNIA","REPUBLICAN",3748973,7470586
"4",1976,"CALIFORNIA","DEMOCRAT",3502862,7470586
"5",1976,"CONNECTICUT","REPUBLICAN",785683,1361666
"6",1976,"CONNECTICUT","DEMOCRAT",561018,1361666
"7",1976,"DELAWARE","DEMOCRAT",98042,224795
"8",1976,"DELAWARE","REPUBLICAN",125454,224795
"9",1976,"FLORIDA","DEMOCRAT",1799518,2857534
"10",1976,"FLORIDA","REPUBLICAN",1057886,2857534
"11",1976,"HAWAII","DEMOCRAT",162305,302092
"12",1976,"HAWAII","REPUBLICAN",122724,302092
"13",1976,"INDIANA","REPUBLICAN",1275833,2161187
"14",1976,"INDIANA","DEMOCRAT",868522,2161187
"15",1976,"MAINE","REPUBLICAN",193489,486193
"16",1976,"MAINE","DEMOCRAT",292704,486193
"17",1976,"MARYLAND","REPUBLICAN",530439,1365290
"18",1976,"MARYLAND","DEMOCRAT",772101,1365290
"19",1976,"MASSACHUSETTS","REPUBLICAN",722641,2491255
"20",1976,"MASSACHUSETTS","DEMOCRAT",1726657,2491255
"21",1976,"MICHIGAN","REPUBLICAN",1635087,3490412
"22",1976,"MICHIGAN","DEMOCRAT",1831031,3490412
"23",1976,"MINNESOTA","REPUBLICAN",478602,1912020
"24",1976,"MINNESOTA","DEMOCRAT",1290736,1912020
"25",1976,"MISSISSIPPI","DEMOCRAT",554433,554433
"26",1976,"MISSOURI","REPUBLICAN",1090067,1914460
"27",1976,"MISSOURI","DEMOCRAT",813571,1914460
"28",1976,"MONTANA","REPUBLICAN",115213,321445
"29",1976,"MONTANA","DEMOCRAT",206232,321445
"30",1976,"NEBRASKA","REPUBLICAN",279284,593310
"31",1976,"NEBRASKA","DEMOCRAT",313805,593310
"32",1976,"NEVADA","REPUBLICAN",63471,201899
"33",1976,"NEVADA","DEMOCRAT",127214,201899
"34",1976,"NEW JERSEY","DEMOCRAT",1681140,2771390
"35",1976,"NEW JERSEY","REPUBLICAN",1054508,2771390
"36",1976,"NEW MEXICO","DEMOCRAT",176382,413056
"37",1976,"NEW MEXICO","REPUBLICAN",234681,413056
"38",1976,"NEW YORK","REPUBLICAN",2525139,6666875
"39",1976,"NEW YORK","DEMOCRAT",3238511,6666875
"40",1976,"NORTH DAKOTA","REPUBLICAN",103466,283062
"41",1976,"NORTH DAKOTA","DEMOCRAT",175772,283062
"42",1976,"OHIO","DEMOCRAT",1941113,3920613
"43",1976,"OHIO","REPUBLICAN",1823774,3920613
"44",1976,"PENNSYLVANIA","REPUBLICAN",2381891,4546353
"45",1976,"PENNSYLVANIA","DEMOCRAT",2126977,4546353
"46",1976,"RHODE ISLAND","DEMOCRAT",167665,398906
"47",1976,"RHODE ISLAND","REPUBLICAN",230329,398906
"48",1976,"TENNESSEE","DEMOCRAT",751180,1432046
"49",1976,"TENNESSEE","REPUBLICAN",673231,1432046
"50",1976,"TEXAS","REPUBLICAN",1636370,3874230
"51",1976,"TEXAS","DEMOCRAT",2199956,3874230
"52",1976,"UTAH","REPUBLICAN",290221,522108
"53",1976,"UTAH","DEMOCRAT",223948,522108
"54",1976,"VERMONT","REPUBLICAN",94481,189060
"55",1976,"VERMONT","DEMOCRAT",85682,189060
"56",1976,"VIRGINIA","DEMOCRAT",596009,1557500
"57",1976,"WASHINGTON","DEMOCRAT",1071219,1491111
"58",1976,"WASHINGTON","REPUBLICAN",361546,1491111
"59",1976,"WEST VIRGINIA","DEMOCRAT",566359,566359
"60",1976,"WISCONSIN","DEMOCRAT",1396970,1935183
"61",1976,"WISCONSIN","REPUBLICAN",521902,1935183
"62",1976,"WYOMING","DEMOCRAT",70558,155368
"63",1976,"WYOMING","REPUBLICAN",84810,155368
"64",1978,"ALABAMA","DEMOCRAT",547054,582005
"65",1978,"ALASKA","DEMOCRAT",29574,122741
"66",1978,"ALASKA","REPUBLICAN",92783,122741
"67",1978,"ARKANSAS","DEMOCRAT",395506,517138
"68",1978,"ARKANSAS","REPUBLICAN",84308,517138
"69",1978,"COLORADO","DEMOCRAT",330148,819256
"70",1978,"COLORADO","REPUBLICAN",480801,819256
"71",1978,"DELAWARE","DEMOCRAT",93930,162072
"72",1978,"DELAWARE","REPUBLICAN",66479,162072
"73",1978,"GEORGIA","REPUBLICAN",108808,645128
"74",1978,"GEORGIA","DEMOCRAT",536320,645128
"75",1978,"IDAHO","DEMOCRAT",89635,284047
"76",1978,"IDAHO","REPUBLICAN",194412,284047
"77",1978,"ILLINOIS","DEMOCRAT",1448187,3184764
"78",1978,"ILLINOIS","REPUBLICAN",1698711,3184764
"79",1978,"IOWA","REPUBLICAN",421598,824576
"80",1978,"IOWA","DEMOCRAT",395066,824576
"81",1978,"KANSAS","REPUBLICAN",403354,748839
"82",1978,"KANSAS","DEMOCRAT",317602,748839
"83",1978,"KENTUCKY","DEMOCRAT",290730,476783
"84",1978,"KENTUCKY","REPUBLICAN",175766,476783
"85",1978,"LOUISIANA","DEMOCRAT",1,1
"86",1978,"MAINE","DEMOCRAT",127327,375114
"87",1978,"MAINE","REPUBLICAN",212294,375114
"88",1978,"MASSACHUSETTS","DEMOCRAT",1093283,1985700
"89",1978,"MASSACHUSETTS","REPUBLICAN",890584,1985700
"90",1978,"MICHIGAN","DEMOCRAT",1484193,2846630
"91",1978,"MICHIGAN","REPUBLICAN",1362165,2846630
"92",1978,"MINNESOTA","DEMOCRAT",638375,1580622
"93",1978,"MINNESOTA","REPUBLICAN",894092,1580622
"94",1978,"MISSISSIPPI","DEMOCRAT",187541,590236
"95",1978,"MISSISSIPPI","REPUBLICAN",267302,590236
"96",1978,"MONTANA","DEMOCRAT",160353,287942
"97",1978,"MONTANA","REPUBLICAN",127589,287942
"98",1978,"NEBRASKA","REPUBLICAN",159706,493802
"99",1978,"NEBRASKA","DEMOCRAT",334096,493802
"100",1978,"NEW HAMPSHIRE","REPUBLICAN",133745,263760
"101",1978,"NEW HAMPSHIRE","DEMOCRAT",127945,263760
"102",1978,"NEW JERSEY","REPUBLICAN",844200,1957515
"103",1978,"NEW JERSEY","DEMOCRAT",1082960,1957515
"104",1978,"NEW MEXICO","DEMOCRAT",160045,343487
"105",1978,"NEW MEXICO","REPUBLICAN",183442,343487
"106",1978,"NORTH CAROLINA","REPUBLICAN",619151,1135814
"107",1978,"NORTH CAROLINA","DEMOCRAT",516663,1135814
"108",1978,"OKLAHOMA","REPUBLICAN",247857,754264
"109",1978,"OKLAHOMA","DEMOCRAT",493953,754264
"110",1978,"OREGON","REPUBLICAN",550165,892518
"111",1978,"OREGON","DEMOCRAT",341616,892518
"112",1978,"RHODE ISLAND","DEMOCRAT",229557,305618
"113",1978,"RHODE ISLAND","REPUBLICAN",76061,305618
"114",1978,"SOUTH CAROLINA","REPUBLICAN",351917,632063
"115",1978,"SOUTH CAROLINA","DEMOCRAT",280146,632063
"116",1978,"SOUTH DAKOTA","DEMOCRAT",84767,255599
"117",1978,"SOUTH DAKOTA","REPUBLICAN",170832,255599
"118",1978,"TENNESSEE","REPUBLICAN",642644,1157094
"119",1978,"TENNESSEE","DEMOCRAT",466228,1157094
"120",1978,"TEXAS","DEMOCRAT",1139149,2312540
"121",1978,"TEXAS","REPUBLICAN",1151376,2312540
"122",1978,"VIRGINIA","DEMOCRAT",608511,1222256
"123",1978,"VIRGINIA","REPUBLICAN",613232,1222256
"124",1978,"WEST VIRGINIA","REPUBLICAN",244317,493351
"125",1978,"WEST VIRGINIA","DEMOCRAT",249034,493351
"126",1978,"WYOMING","DEMOCRAT",82908,133364
"127",1978,"WYOMING","REPUBLICAN",50456,133364
"128",1980,"ALABAMA","DEMOCRAT",610175,1296757
"129",1980,"ALABAMA","REPUBLICAN",650362,1296757
"130",1980,"ALASKA","DEMOCRAT",72007,156762
"131",1980,"ALASKA","REPUBLICAN",84159,156762
"132",1980,"ARIZONA","REPUBLICAN",432371,874238
"133",1980,"ARIZONA","DEMOCRAT",422972,874238
"134",1980,"ARKANSAS","DEMOCRAT",477905,808812
"135",1980,"ARKANSAS","REPUBLICAN",330576,808812
"136",1980,"CALIFORNIA","REPUBLICAN",3091671,8324012
"137",1980,"CALIFORNIA","DEMOCRAT",4704098,8324012
"138",1980,"COLORADO","DEMOCRAT",590501,1173142
"139",1980,"COLORADO","REPUBLICAN",571295,1173142
"140",1980,"CONNECTICUT","DEMOCRAT",763969,1356075
"141",1980,"CONNECTICUT","REPUBLICAN",581884,1356075
"142",1980,"FLORIDA","DEMOCRAT",1705409,3528028
"143",1980,"FLORIDA","REPUBLICAN",1822460,3528028
"144",1980,"GEORGIA","DEMOCRAT",776143,1579829
"145",1980,"GEORGIA","REPUBLICAN",803686,1579829
"146",1980,"HAWAII","DEMOCRAT",224485,288006
"147",1980,"HAWAII","REPUBLICAN",53068,288006
"148",1980,"IDAHO","REPUBLICAN",218701,439647
"149",1980,"IDAHO","DEMOCRAT",214439,439647
"150",1980,"ILLINOIS","REPUBLICAN",1946296,4580029
"151",1980,"ILLINOIS","DEMOCRAT",2565302,4580029
"152",1980,"INDIANA","DEMOCRAT",1015962,2198376
"153",1980,"INDIANA","REPUBLICAN",1182414,2198376
"154",1980,"IOWA","REPUBLICAN",683014,1276986
"155",1980,"IOWA","DEMOCRAT",581545,1276986
"156",1980,"KANSAS","REPUBLICAN",598686,938957
"157",1980,"KANSAS","DEMOCRAT",340271,938957
"158",1980,"KENTUCKY","DEMOCRAT",720891,1106920
"159",1980,"KENTUCKY","REPUBLICAN",386029,1106920
"160",1980,"LOUISIANA","DEMOCRAT",325922,841013
"161",1980,"LOUISIANA","DEMOCRAT",484770,841013
"162",1980,"LOUISIANA","REPUBLICAN",13739,841013
"163",1980,"LOUISIANA","REPUBLICAN",10208,841013
"164",1980,"MARYLAND","REPUBLICAN",850970,1286088
"165",1980,"MARYLAND","DEMOCRAT",435118,1286088
"166",1980,"MISSOURI","REPUBLICAN",985399,2066965
"167",1980,"MISSOURI","DEMOCRAT",1074859,2066965
"168",1980,"NEVADA","REPUBLICAN",144224,243273
"169",1980,"NEVADA","DEMOCRAT",92129,243273
"170",1980,"NEW HAMPSHIRE","REPUBLICAN",195559,375060
"171",1980,"NEW HAMPSHIRE","DEMOCRAT",179455,375060
"172",1980,"NEW YORK","REPUBLICAN",2272082,6014914
"173",1980,"NEW YORK","DEMOCRAT",2618661,6014914
"174",1980,"NORTH CAROLINA","DEMOCRAT",887653,1797665
"175",1980,"NORTH CAROLINA","REPUBLICAN",898064,1797665
"176",1980,"OHIO","REPUBLICAN",1137695,4027303
"177",1980,"OHIO","DEMOCRAT",2770786,4027303
"178",1980,"OKLAHOMA","REPUBLICAN",587252,1098294
"179",1980,"OKLAHOMA","DEMOCRAT",478283,1098294
"180",1980,"OREGON","DEMOCRAT",501963,1140494
"181",1980,"OREGON","REPUBLICAN",594290,1140494
"182",1980,"PENNSYLVANIA","DEMOCRAT",2122391,4418042
"183",1980,"PENNSYLVANIA","REPUBLICAN",2230404,4418042
"184",1980,"SOUTH CAROLINA","REPUBLICAN",257946,870500
"185",1980,"SOUTH CAROLINA","DEMOCRAT",612554,870500
"186",1980,"SOUTH DAKOTA","REPUBLICAN",190594,327478
"187",1980,"SOUTH DAKOTA","DEMOCRAT",129018,327478
"188",1980,"UTAH","REPUBLICAN",437675,594298
"189",1980,"UTAH","DEMOCRAT",151454,594298
"190",1980,"VERMONT","REPUBLICAN",101421,209124
"191",1980,"VERMONT","DEMOCRAT",104176,209124
"192",1980,"WASHINGTON","DEMOCRAT",792052,1728369
"193",1980,"WASHINGTON","REPUBLICAN",936317,1728369
"194",1980,"WISCONSIN","REPUBLICAN",1106311,2204202
"195",1980,"WISCONSIN","DEMOCRAT",1065487,2204202
"196",1982,"ARIZONA","DEMOCRAT",411970,723885
"197",1982,"ARIZONA","REPUBLICAN",291749,723885
"198",1982,"CALIFORNIA","DEMOCRAT",3494968,7805450
"199",1982,"CALIFORNIA","REPUBLICAN",4022565,7805450
"200",1982,"CONNECTICUT","DEMOCRAT",499146,1083508
"201",1982,"CONNECTICUT","REPUBLICAN",545987,1083508
"202",1982,"DELAWARE","DEMOCRAT",84413,190960
"203",1982,"DELAWARE","REPUBLICAN",105357,190960
"204",1982,"FLORIDA","REPUBLICAN",1015330,2653419
"205",1982,"FLORIDA","DEMOCRAT",1637667,2653419
"206",1982,"HAWAII","DEMOCRAT",245386,306410
"207",1982,"HAWAII","REPUBLICAN",52071,306410
"208",1982,"INDIANA","DEMOCRAT",828400,1817287
"209",1982,"INDIANA","REPUBLICAN",978301,1817287
"210",1982,"MAINE","REPUBLICAN",179882,459715
"211",1982,"MAINE","DEMOCRAT",279819,459715
"212",1982,"MARYLAND","DEMOCRAT",707356,1114690
"213",1982,"MARYLAND","REPUBLICAN",407334,1114690
"214",1982,"MASSACHUSETTS","REPUBLICAN",784602,2050769
"215",1982,"MASSACHUSETTS","DEMOCRAT",1247084,2050769
"216",1982,"MICHIGAN","DEMOCRAT",1728793,2994334
"217",1982,"MICHIGAN","REPUBLICAN",1223288,2994334
"218",1982,"MINNESOTA","DEMOCRAT",840401,1804675
"219",1982,"MINNESOTA","REPUBLICAN",949207,1804675
"220",1982,"MISSISSIPPI","DEMOCRAT",414099,645026
"221",1982,"MISSISSIPPI","REPUBLICAN",230927,645026
"222",1982,"MISSOURI","DEMOCRAT",758629,1543521
"223",1982,"MISSOURI","REPUBLICAN",784876,1543521
"224",1982,"MONTANA","REPUBLICAN",133789,321062
"225",1982,"MONTANA","DEMOCRAT",174861,321062
"226",1982,"NEBRASKA","DEMOCRAT",363350,545647
"227",1982,"NEBRASKA","REPUBLICAN",155760,545647
"228",1982,"NEVADA","REPUBLICAN",120377,235097
"229",1982,"NEVADA","DEMOCRAT",114720,235097
"230",1982,"NEW JERSEY","REPUBLICAN",1047626,2193945
"231",1982,"NEW JERSEY","DEMOCRAT",1117549,2193945
"232",1982,"NEW MEXICO","REPUBLICAN",187128,404810
"233",1982,"NEW MEXICO","DEMOCRAT",217682,404810
"234",1982,"NEW YORK","REPUBLICAN",1415749,4967729
"235",1982,"NEW YORK","DEMOCRAT",3089871,4967729
"236",1982,"NORTH DAKOTA","REPUBLICAN",89304,262465
"237",1982,"NORTH DAKOTA","DEMOCRAT",164873,262465
"238",1982,"OHIO","REPUBLICAN",1396790,3395463
"239",1982,"OHIO","DEMOCRAT",1923767,3395463
"240",1982,"PENNSYLVANIA","DEMOCRAT",1412965,3604108
"241",1982,"PENNSYLVANIA","REPUBLICAN",2136418,3604108
"242",1982,"RHODE ISLAND","REPUBLICAN",175495,342778
"243",1982,"RHODE ISLAND","DEMOCRAT",167283,342778
"244",1982,"TENNESSEE","REPUBLICAN",479642,1259785
"245",1982,"TENNESSEE","DEMOCRAT",780113,1259785
"246",1982,"TEXAS","DEMOCRAT",1818223,3103167
"247",1982,"TEXAS","REPUBLICAN",1256759,3103167
"248",1982,"UTAH","REPUBLICAN",309332,530802
"249",1982,"UTAH","DEMOCRAT",219482,530802
"250",1982,"VERMONT","REPUBLICAN",84449,168002
"251",1982,"VERMONT","DEMOCRAT",79340,168002
"252",1982,"VIRGINIA","REPUBLICAN",724571,1415622
"253",1982,"VIRGINIA","DEMOCRAT",690839,1415622
"254",1982,"WASHINGTON","REPUBLICAN",332273,1368476
"255",1982,"WASHINGTON","DEMOCRAT",943655,1368476
"256",1982,"WEST VIRGINIA","REPUBLICAN",173910,565314
"257",1982,"WEST VIRGINIA","DEMOCRAT",387170,565314
"258",1982,"WISCONSIN","REPUBLICAN",527355,1544883
"259",1982,"WISCONSIN","DEMOCRAT",983311,1544883
"260",1982,"WYOMING","REPUBLICAN",94725,167191
"261",1982,"WYOMING","DEMOCRAT",72466,167191
"262",1984,"ALABAMA","DEMOCRAT",860535,1371234
"263",1984,"ALABAMA","REPUBLICAN",498508,1371234
"264",1984,"ALASKA","DEMOCRAT",58804,206438
"265",1984,"ALASKA","REPUBLICAN",146919,206438
"266",1984,"ARKANSAS","DEMOCRAT",502341,875956
"267",1984,"ARKANSAS","REPUBLICAN",373615,875956
"268",1984,"COLORADO","REPUBLICAN",833821,1297809
"269",1984,"COLORADO","DEMOCRAT",449327,1297809
"270",1984,"DELAWARE","DEMOCRAT",147831,245932
"271",1984,"DELAWARE","REPUBLICAN",98101,245932
"272",1984,"GEORGIA","REPUBLICAN",337196,1681344
"273",1984,"GEORGIA","DEMOCRAT",1344104,1681344
"274",1984,"IDAHO","DEMOCRAT",105591,406168
"275",1984,"IDAHO","REPUBLICAN",293193,406168
"276",1984,"ILLINOIS","REPUBLICAN",2308039,4787335
"277",1984,"ILLINOIS","DEMOCRAT",2397165,4787335
"278",1984,"IOWA","REPUBLICAN",564381,1292700
"279",1984,"IOWA","DEMOCRAT",716883,1292700
"280",1984,"KANSAS","DEMOCRAT",211664,996729
"281",1984,"KANSAS","REPUBLICAN",757402,996729
"282",1984,"KENTUCKY","DEMOCRAT",639721,1292407
"283",1984,"KENTUCKY","DEMOCRAT",644990,1292407
"284",1984,"LOUISIANA","DEMOCRAT",1,1
"285",1984,"MAINE","REPUBLICAN",404414,551406
"286",1984,"MAINE","DEMOCRAT",142626,551406
"287",1984,"MASSACHUSETTS","DEMOCRAT",1393150,2530471
"288",1984,"MASSACHUSETTS","REPUBLICAN",1136913,2530471
"289",1984,"MICHIGAN","DEMOCRAT",1915831,3700938
"290",1984,"MICHIGAN","REPUBLICAN",1745302,3700938
"291",1984,"MINNESOTA","DEMOCRAT",852844,2066143
"292",1984,"MINNESOTA","REPUBLICAN",1199926,2066143
"293",1984,"MISSISSIPPI","DEMOCRAT",371926,952240
"294",1984,"MISSISSIPPI","REPUBLICAN",580314,952240
"295",1984,"MONTANA","DEMOCRAT",215704,379155
"296",1984,"MONTANA","REPUBLICAN",154308,379155
"297",1984,"NEBRASKA","DEMOCRAT",332217,639668
"298",1984,"NEBRASKA","REPUBLICAN",307147,639668
"299",1984,"NEW HAMPSHIRE","DEMOCRAT",157447,384369
"300",1984,"NEW HAMPSHIRE","REPUBLICAN",225828,384369
"301",1984,"NEW JERSEY","DEMOCRAT",1986644,3096456
"302",1984,"NEW JERSEY","REPUBLICAN",1080100,3096456
"303",1984,"NEW MEXICO","REPUBLICAN",361371,502634
"304",1984,"NEW MEXICO","DEMOCRAT",141253,502634
"305",1984,"NORTH CAROLINA","REPUBLICAN",1156768,2239051
"306",1984,"NORTH CAROLINA","DEMOCRAT",1070488,2239051
"307",1984,"OKLAHOMA","DEMOCRAT",906131,1197937
"308",1984,"OKLAHOMA","REPUBLICAN",280638,1197937
"309",1984,"OREGON","REPUBLICAN",808152,1214735
"310",1984,"OREGON","DEMOCRAT",406122,1214735
"311",1984,"RHODE ISLAND","REPUBLICAN",107545,393356
"312",1984,"RHODE ISLAND","DEMOCRAT",285811,393356
"313",1984,"SOUTH CAROLINA","REPUBLICAN",644815,965130
"314",1984,"SOUTH CAROLINA","DEMOCRAT",306982,965130
"315",1984,"SOUTH DAKOTA","DEMOCRAT",80537,315713
"316",1984,"SOUTH DAKOTA","REPUBLICAN",235176,315713
"317",1984,"TENNESSEE","REPUBLICAN",557016,1648036
"318",1984,"TENNESSEE","DEMOCRAT",1000607,1648036
"319",1984,"TEXAS","DEMOCRAT",2202557,5314178
"320",1984,"TEXAS","REPUBLICAN",3111348,5314178
"321",1984,"VIRGINIA","DEMOCRAT",601142,2007487
"322",1984,"VIRGINIA","REPUBLICAN",1406194,2007487
"323",1984,"WEST VIRGINIA","REPUBLICAN",344680,722212
"324",1984,"WEST VIRGINIA","DEMOCRAT",374233,722212
"325",1984,"WYOMING","DEMOCRAT",40525,186898
"326",1984,"WYOMING","REPUBLICAN",146373,186898
"327",1986,"ALABAMA","DEMOCRAT",609360,1211897
"328",1986,"ALABAMA","REPUBLICAN",602537,1211897
"329",1986,"ALASKA","REPUBLICAN",97674,180801
"330",1986,"ALASKA","DEMOCRAT",79727,180801
"331",1986,"ARIZONA","DEMOCRAT",340965,862921
"332",1986,"ARIZONA","REPUBLICAN",521850,862921
"333",1986,"ARKANSAS","REPUBLICAN",262313,695487
"334",1986,"ARKANSAS","DEMOCRAT",433122,695487
"335",1986,"CALIFORNIA","DEMOCRAT",3646672,7398462
"336",1986,"CALIFORNIA","REPUBLICAN",3541804,7398462
"337",1986,"COLORADO","REPUBLICAN",512994,1060765
"338",1986,"COLORADO","DEMOCRAT",529449,1060765
"339",1986,"CONNECTICUT","REPUBLICAN",340438,976933
"340",1986,"CONNECTICUT","DEMOCRAT",632695,976933
"341",1986,"FLORIDA","REPUBLICAN",1552376,3429996
"342",1986,"FLORIDA","DEMOCRAT",1877543,3429996
"343",1986,"GEORGIA","REPUBLICAN",601241,1225008
"344",1986,"GEORGIA","DEMOCRAT",623707,1225008
"345",1986,"HAWAII","REPUBLICAN",86910,328797
"346",1986,"HAWAII","DEMOCRAT",241887,328797
"347",1986,"IDAHO","REPUBLICAN",196958,382024
"348",1986,"IDAHO","DEMOCRAT",185066,382024
"349",1986,"ILLINOIS","DEMOCRAT",2033783,3122883
"350",1986,"ILLINOIS","REPUBLICAN",1053734,3122883
"351",1986,"INDIANA","DEMOCRAT",595192,1545563
"352",1986,"INDIANA","REPUBLICAN",936143,1545563
"353",1986,"IOWA","REPUBLICAN",588880,891762
"354",1986,"IOWA","DEMOCRAT",299406,891762
"355",1986,"KANSAS","REPUBLICAN",576902,823566
"356",1986,"KANSAS","DEMOCRAT",246664,823566
"357",1986,"KENTUCKY","REPUBLICAN",173330,677280
"358",1986,"KENTUCKY","DEMOCRAT",503775,677280
"359",1986,"LOUISIANA","REPUBLICAN",646311,1369897
"360",1986,"LOUISIANA","DEMOCRAT",723586,1369897
"361",1986,"MARYLAND","REPUBLICAN",437411,1112637
"362",1986,"MARYLAND","DEMOCRAT",675225,1112637
"363",1986,"MISSOURI","REPUBLICAN",777612,1477327
"364",1986,"MISSOURI","DEMOCRAT",699624,1477327
"365",1986,"NEVADA","REPUBLICAN",116606,261932
"366",1986,"NEVADA","DEMOCRAT",130955,261932
"367",1986,"NEW HAMPSHIRE","REPUBLICAN",154090,244735
"368",1986,"NEW HAMPSHIRE","DEMOCRAT",79222,244735
"369",1986,"NEW YORK","DEMOCRAT",1723216,4484859
"370",1986,"NEW YORK","REPUBLICAN",2030260,4484859
"371",1986,"NORTH DAKOTA","REPUBLICAN",141812,289013
"372",1986,"NORTH DAKOTA","DEMOCRAT",143932,289013
"373",1986,"OHIO","DEMOCRAT",1949208,3121189
"374",1986,"OHIO","REPUBLICAN",1171893,3121189
"375",1986,"OKLAHOMA","REPUBLICAN",493436,893666
"376",1986,"OKLAHOMA","DEMOCRAT",400230,893666
"377",1986,"OREGON","REPUBLICAN",656317,1042555
"378",1986,"OREGON","DEMOCRAT",375735,1042555
"379",1986,"PENNSYLVANIA","DEMOCRAT",1448219,3378226
"380",1986,"PENNSYLVANIA","REPUBLICAN",1906537,3378226
"381",1986,"SOUTH CAROLINA","REPUBLICAN",262886,737962
"382",1986,"SOUTH CAROLINA","DEMOCRAT",465500,737962
"383",1986,"SOUTH DAKOTA","DEMOCRAT",152657,295830
"384",1986,"SOUTH DAKOTA","REPUBLICAN",143173,295830
"385",1986,"UTAH","DEMOCRAT",115523,435111
"386",1986,"UTAH","REPUBLICAN",314608,435111
"387",1986,"VERMONT","REPUBLICAN",67798,196532
"388",1986,"VERMONT","DEMOCRAT",124123,196532
"389",1986,"WASHINGTON","REPUBLICAN",650931,1337367
"390",1986,"WASHINGTON","DEMOCRAT",677471,1337367
"391",1986,"WISCONSIN","DEMOCRAT",702963,1483174
"392",1986,"WISCONSIN","REPUBLICAN",754573,1483174
"393",1988,"ARIZONA","REPUBLICAN",478060,1164539
"394",1988,"ARIZONA","DEMOCRAT",660403,1164539
"395",1988,"CALIFORNIA","REPUBLICAN",5143409,9743598
"396",1988,"CALIFORNIA","DEMOCRAT",4287253,9743598
"397",1988,"CONNECTICUT","REPUBLICAN",678454,1383526
"398",1988,"CONNECTICUT","DEMOCRAT",688499,1383526
"399",1988,"DELAWARE","REPUBLICAN",151115,243493
"400",1988,"DELAWARE","DEMOCRAT",92378,243493
"401",1988,"FLORIDA","REPUBLICAN",2051071,4068209
"402",1988,"FLORIDA","DEMOCRAT",2016553,4068209
"403",1988,"HAWAII","DEMOCRAT",247941,323876
"404",1988,"HAWAII","REPUBLICAN",66987,323876
"405",1988,"INDIANA","DEMOCRAT",668778,2099303
"406",1988,"INDIANA","REPUBLICAN",1430525,2099303
"407",1988,"MAINE","DEMOCRAT",452581,556745
"408",1988,"MAINE","REPUBLICAN",104164,556745
"409",1988,"MARYLAND","REPUBLICAN",617537,1617065
"410",1988,"MARYLAND","DEMOCRAT",999166,1617065
"411",1988,"MASSACHUSETTS","DEMOCRAT",1693344,2606225
"412",1988,"MASSACHUSETTS","REPUBLICAN",884267,2606225
"413",1988,"MICHIGAN","REPUBLICAN",1348219,3505985
"414",1988,"MICHIGAN","DEMOCRAT",2116865,3505985
"415",1988,"MINNESOTA","REPUBLICAN",1176210,2093953
"416",1988,"MINNESOTA","DEMOCRAT",856694,2093953
"417",1988,"MISSISSIPPI","REPUBLICAN",510380,946719
"418",1988,"MISSISSIPPI","DEMOCRAT",436339,946719
"419",1988,"MISSOURI","REPUBLICAN",1407416,2078875
"420",1988,"MISSOURI","DEMOCRAT",660045,2078875
"421",1988,"MONTANA","REPUBLICAN",189445,365254
"422",1988,"MONTANA","DEMOCRAT",175809,365254
"423",1988,"NEBRASKA","DEMOCRAT",378717,667860
"424",1988,"NEBRASKA","REPUBLICAN",278250,667860
"425",1988,"NEVADA","REPUBLICAN",161336,342407
"426",1988,"NEVADA","DEMOCRAT",175548,342407
"427",1988,"NEW JERSEY","DEMOCRAT",1599905,2987634
"428",1988,"NEW JERSEY","REPUBLICAN",1349937,2987634
"429",1988,"NEW MEXICO","DEMOCRAT",321983,508598
"430",1988,"NEW MEXICO","REPUBLICAN",186579,508598
"431",1988,"NEW YORK","REPUBLICAN",1686558,6040980
"432",1988,"NEW YORK","DEMOCRAT",3907178,6040980
"433",1988,"NORTH DAKOTA","DEMOCRAT",171899,289170
"434",1988,"NORTH DAKOTA","REPUBLICAN",112937,289170
"435",1988,"OHIO","DEMOCRAT",2480038,4352905
"436",1988,"OHIO","REPUBLICAN",1872716,4352905
"437",1988,"PENNSYLVANIA","DEMOCRAT",1416764,4366598
"438",1988,"PENNSYLVANIA","REPUBLICAN",2901715,4366598
"439",1988,"RHODE ISLAND","DEMOCRAT",180717,397990
"440",1988,"RHODE ISLAND","REPUBLICAN",217273,397990
"441",1988,"TENNESSEE","DEMOCRAT",1020061,1567181
"442",1988,"TENNESSEE","REPUBLICAN",541033,1567181
"443",1988,"TEXAS","DEMOCRAT",3149806,5323606
"444",1988,"TEXAS","REPUBLICAN",2129228,5323606
"445",1988,"UTAH","DEMOCRAT",203364,640702
"446",1988,"UTAH","REPUBLICAN",430089,640702
"447",1988,"VERMONT","REPUBLICAN",163183,240108
"448",1988,"VERMONT","DEMOCRAT",71460,240108
"449",1988,"VIRGINIA","DEMOCRAT",1474086,2068897
"450",1988,"VIRGINIA","REPUBLICAN",593652,2068897
"451",1988,"WASHINGTON","REPUBLICAN",944359,1848542
"452",1988,"WASHINGTON","DEMOCRAT",904183,1848542
"453",1988,"WEST VIRGINIA","DEMOCRAT",410983,634547
"454",1988,"WEST VIRGINIA","REPUBLICAN",223564,634547
"455",1988,"WISCONSIN","DEMOCRAT",1128625,2168190
"456",1988,"WISCONSIN","REPUBLICAN",1030440,2168190
"457",1988,"WYOMING","DEMOCRAT",89821,180964
