"","year","state","party_simplified","candidatevotes","totalvotes"
"1383",2016,"NEW YORK","DEMOCRAT",4784220,7800725
"1384",2016,"NORTH CAROLINA","DEMOCRAT",2128165,4691133
"1385",2016,"NORTH CAROLINA","REPUBLICAN",2395376,4691133
"1386",2016,"NORTH DAKOTA","REPUBLICAN",268788,342501
"1387",2016,"NORTH DAKOTA","DEMOCRAT",58116,342501
"1388",2016,"OHIO","DEMOCRAT",1996908,5374164
"1389",2016,"OHIO","REPUBLICAN",3118567,5374164
"1390",2016,"OKLAHOMA","DEMOCRAT",355911,1448047
"1391",2016,"OKLAHOMA","REPUBLICAN",980892,1448047
"1392",2016,"OREGON","DEMOCRAT",1105119,1952478
"1393",2016,"OREGON","REPUBLICAN",651106,1952478
"1394",2016,"PENNSYLVANIA","DEMOCRAT",2865012,6051856
"1395",2016,"PENNSYLVANIA","REPUBLICAN",2951702,6051856
"1396",2016,"SOUTH CAROLINA","DEMOCRAT",704540,2049893
"1397",2016,"SOUTH CAROLINA","REPUBLICAN",1241609,2049893
"1398",2016,"SOUTH DAKOTA","REPUBLICAN",265516,369656
"1399",2016,"SOUTH DAKOTA","DEMOCRAT",104140,369656
"1400",2016,"UTAH","REPUBLICAN",760220,1115583
"1401",2016,"UTAH","DEMOCRAT",301858,1115583
"1402",2016,"VERMONT","REPUBLICAN",103637,320467
"1403",2016,"VERMONT","DEMOCRAT",192243,320467
"1404",2016,"WASHINGTON","REPUBLICAN",1329338,3243317
"1405",2016,"WASHINGTON","DEMOCRAT",1913979,3243317
"1406",2016,"WISCONSIN","DEMOCRAT",1380335,2948741
"1407",2016,"WISCONSIN","REPUBLICAN",1479471,2948741
"1408",2018,"ARIZONA","REPUBLICAN",1135200,2384308
"1409",2018,"ARIZONA","DEMOCRAT",1191100,2384308
"1410",2018,"CALIFORNIA","DEMOCRAT",6019422,11113364
"1411",2018,"CALIFORNIA","DEMOCRAT",5093942,11113364
"1412",2018,"CONNECTICUT","DEMOCRAT",787685,1386840
"1413",2018,"CONNECTICUT","REPUBLICAN",545717,1386840
"1414",2018,"DELAWARE","DEMOCRAT",217385,362592
"1415",2018,"DELAWARE","REPUBLICAN",137127,362592
"1416",2018,"FLORIDA","REPUBLICAN",4099505,8190005
"1417",2018,"FLORIDA","DEMOCRAT",4089472,8190005
"1418",2018,"HAWAII","DEMOCRAT",276316,388351
"1419",2018,"HAWAII","REPUBLICAN",112035,388351
"1420",2018,"INDIANA","REPUBLICAN",1158000,2282565
"1421",2018,"INDIANA","DEMOCRAT",1023553,2282565
"1422",2018,"MAINE","REPUBLICAN",223502,634409
"1423",2018,"MAINE","DEMOCRAT",66268,634409
"1424",2018,"MARYLAND","REPUBLICAN",697017,2299889
"1425",2018,"MARYLAND","DEMOCRAT",1491614,2299889
"1426",2018,"MASSACHUSETTS","DEMOCRAT",1633371,2707090
"1427",2018,"MASSACHUSETTS","REPUBLICAN",979210,2707090
"1428",2018,"MICHIGAN","REPUBLICAN",1938818,4237271
"1429",2018,"MICHIGAN","DEMOCRAT",2214478,4237271
"1430",2018,"MINNESOTA","REPUBLICAN",940437,2596879
"1431",2018,"MINNESOTA","DEMOCRAT",1566174,2596879
"1432",2018,"MISSISSIPPI","DEMOCRAT",369567,936215
"1433",2018,"MISSISSIPPI","REPUBLICAN",547619,936215
"1434",2018,"MISSOURI","REPUBLICAN",1254927,2442289
"1435",2018,"MISSOURI","DEMOCRAT",1112935,2442289
"1436",2018,"MONTANA","DEMOCRAT",253876,504384
"1437",2018,"MONTANA","REPUBLICAN",235963,504384
"1438",2018,"NEBRASKA","REPUBLICAN",403151,698883
"1439",2018,"NEBRASKA","DEMOCRAT",269917,698883
"1440",2018,"NEVADA","DEMOCRAT",490071,972132
"1441",2018,"NEVADA","REPUBLICAN",441202,972132
"1442",2018,"NEW JERSEY","DEMOCRAT",1711654,3169310
"1443",2018,"NEW JERSEY","REPUBLICAN",1357355,3169310
"1444",2018,"NEW MEXICO","DEMOCRAT",376998,697012
"1445",2018,"NEW MEXICO","REPUBLICAN",212813,697012
"1446",2018,"NEW YORK","DEMOCRAT",3755489,6055151
"1447",2018,"NEW YORK","REPUBLICAN",1730439,6055151
"1448",2018,"NORTH DAKOTA","REPUBLICAN",179720,326138
"1449",2018,"NORTH DAKOTA","DEMOCRAT",144376,326138
"1450",2018,"OHIO","DEMOCRAT",2355923,4410898
"1451",2018,"OHIO","REPUBLICAN",2053963,4410898
"1452",2018,"PENNSYLVANIA","DEMOCRAT",2777680,4994643
"1453",2018,"PENNSYLVANIA","REPUBLICAN",2134848,4994643
"1454",2018,"RHODE ISLAND","DEMOCRAT",231477,376738
"1455",2018,"RHODE ISLAND","REPUBLICAN",144421,376738
"1456",2018,"TENNESSEE","REPUBLICAN",1227483,2243740
"1457",2018,"TENNESSEE","DEMOCRAT",985450,2243740
"1458",2018,"TEXAS","REPUBLICAN",4260553,8371655
"1459",2018,"TEXAS","DEMOCRAT",4045632,8371655
"1460",2018,"UTAH","REPUBLICAN",665215,1062845
"1461",2018,"UTAH","DEMOCRAT",328541,1062845
"1462",2018,"VERMONT","REPUBLICAN",74663,272624
"1463",2018,"VIRGINIA","REPUBLICAN",1374313,3351373
"1464",2018,"VIRGINIA","DEMOCRAT",1910370,3351373
"1465",2018,"WASHINGTON","DEMOCRAT",1803364,3086168
"1466",2018,"WASHINGTON","REPUBLICAN",1282804,3086168
"1467",2018,"WISCONSIN","DEMOCRAT",1472914,2657841
"1468",2018,"WISCONSIN","REPUBLICAN",1184885,2657841
"1469",2018,"WYOMING","REPUBLICAN",136210,203420
"1470",2018,"WYOMING","DEMOCRAT",61227,203420
"1471",2020,"ALABAMA","DEMOCRAT",920478,2316445
"1472",2020,"ALABAMA","REPUBLICAN",1392076,2316445
"1473",2020,"ALASKA","DEMOCRAT",146068,354587
"1474",2020,"ALASKA","REPUBLICAN",191112,354587
"1475",2020,"ARKANSAS","REPUBLICAN",793871,1193261
"1476",2020,"COLORADO","DEMOCRAT",1731114,3235790
"1477",2020,"COLORADO","REPUBLICAN",1429492,3235790
"1478",2020,"DELAWARE","DEMOCRAT",291804,490935
"1479",2020,"DELAWARE","REPUBLICAN",186054,490935
"1480",2020,"GEORGIA","REPUBLICAN",2462617,4952175
"1481",2020,"GEORGIA","DEMOCRAT",2374519,4952175
"1482",2020,"IDAHO","DEMOCRAT",285864,859827
"1483",2020,"IDAHO","REPUBLICAN",538446,859827
"1484",2020,"ILLINOIS","DEMOCRAT",3278930,5968901
"1485",2020,"ILLINOIS","REPUBLICAN",2319870,5968901
"1486",2020,"IOWA","REPUBLICAN",864997,1700130
"1487",2020,"IOWA","DEMOCRAT",754859,1700130
"1488",2020,"KANSAS","REPUBLICAN",727962,1367755
"1489",2020,"KANSAS","DEMOCRAT",571530,1367755
"1490",2020,"KENTUCKY","REPUBLICAN",1233315,2135057
"1491",2020,"KENTUCKY","DEMOCRAT",816257,2135057
"1492",2020,"LOUISIANA","REPUBLICAN",1228908,2071543
"1493",2020,"LOUISIANA","DEMOCRAT",229814,2071543
"1494",2020,"LOUISIANA","DEMOCRAT",36962,2071543
"1495",2020,"LOUISIANA","REPUBLICAN",38383,2071543
"1496",2020,"LOUISIANA","DEMOCRAT",394049,2071543
"1497",2020,"LOUISIANA","DEMOCRAT",55710,2071543
"1498",2020,"LOUISIANA","DEMOCRAT",14454,2071543
"1499",2020,"MAINE","REPUBLICAN",417645,828305
"1500",2020,"MAINE","DEMOCRAT",347223,828305
"1501",2020,"MASSACHUSETTS","DEMOCRAT",2357809,3658005
"1502",2020,"MASSACHUSETTS","REPUBLICAN",1177765,3658005
"1503",2020,"MICHIGAN","DEMOCRAT",2734568,5479720
"1504",2020,"MICHIGAN","REPUBLICAN",2642233,5479720
"1505",2020,"MINNESOTA","REPUBLICAN",1398145,3214256
"1506",2020,"MINNESOTA","DEMOCRAT",1566522,3214256
"1507",2020,"MISSISSIPPI","DEMOCRAT",578691,1311354
"1508",2020,"MISSISSIPPI","REPUBLICAN",709511,1311354
"1509",2020,"MONTANA","DEMOCRAT",272463,605637
"1510",2020,"MONTANA","REPUBLICAN",333174,605637
"1511",2020,"NEBRASKA","REPUBLICAN",583507,930012
"1512",2020,"NEBRASKA","DEMOCRAT",227191,930012
"1513",2020,"NEW HAMPSHIRE","REPUBLICAN",326229,795914
"1514",2020,"NEW HAMPSHIRE","DEMOCRAT",450778,795914
"1515",2020,"NEW JERSEY","DEMOCRAT",2541178,4440440
"1516",2020,"NEW JERSEY","REPUBLICAN",1817052,4440440
"1517",2020,"NEW MEXICO","REPUBLICAN",418483,917237
"1518",2020,"NEW MEXICO","DEMOCRAT",474483,917237
"1519",2020,"NORTH CAROLINA","REPUBLICAN",2665598,5474952
"1520",2020,"NORTH CAROLINA","DEMOCRAT",2569965,5474952
"1521",2020,"OKLAHOMA","REPUBLICAN",979140,1556361
"1522",2020,"OKLAHOMA","DEMOCRAT",509763,1556361
"1523",2020,"OREGON","REPUBLICAN",912814,2321249
"1524",2020,"OREGON","DEMOCRAT",1321047,2321249
"1525",2020,"RHODE ISLAND","DEMOCRAT",328574,494262
"1526",2020,"RHODE ISLAND","REPUBLICAN",164855,494262
"1527",2020,"SOUTH CAROLINA","REPUBLICAN",1369137,2515104
"1528",2020,"SOUTH CAROLINA","DEMOCRAT",1110828,2515104
"1529",2020,"TENNESSEE","REPUBLICAN",1840926,2959761
"1530",2020,"TENNESSEE","DEMOCRAT",1040691,2959761
"1531",2020,"TEXAS","REPUBLICAN",5962983,11144040
"1532",2020,"TEXAS","DEMOCRAT",4888764,11144040
"1533",2020,"VIRGINIA","DEMOCRAT",2466500,4405087
"1534",2020,"VIRGINIA","REPUBLICAN",1934199,4405087
"1535",2020,"WEST VIRGINIA","REPUBLICAN",547454,778918
"1536",2020,"WEST VIRGINIA","DEMOCRAT",210309,778918
